shipment_id,order_id,supplier_id,ship_date,estimated_delivery,actual_delivery,delivery_status,delivery_delay_days,carrier,shipping_cost
SHP-00776,ORD-00341,SUP-0017,2025-09-14,2025-09-20,,Cancelled,,Delhivery,200.82
SHP-00777,ORD-00018,SUP-0121,2025-12-27,2026-01-01,2025-12-31,Delivered,-1,BlueDart,9.52
SHP-00778,ORD-00262,SUP-0182,2024-11-11,2024-11-15,,Cancelled,,Xpressbees,79.63
SHP-00779,ORD-01423,SUP-0084,2025-01-25,2025-02-07,,In Transit,,BlueDart,172.46
SHP-00780,ORD-00470,SUP-0030,2024-12-15,2024-12-18,,Delayed,,Shadowfax,131.14
SHP-00781,ORD-00310,SUP-0139,2024-01-14,2024-01-29,,In Transit,,Delhivery,173.25
SHP-00782,ORD-00880,SUP-0130,2025-11-19,2025-11-26,,Cancelled,,Safexpress,246.32
SHP-00783,ORD-00285,SUP-0052,2025-11-08,2025-11-18,2025-11-20,Delivered,2,Safexpress,242.1
SHP-00784,ORD-00132,SUP-0042,2025-12-28,2025-12-31,2026-01-07,Delivered,7,Shadowfax,191.72
SHP-00785,ORD-00956,SUP-0054,2025-05-11,2025-05-13,,Cancelled,,Safexpress,100.87
SHP-00786,ORD-00789,SUP-0167,2025-02-06,2025-02-14,,In Transit,,Safexpress,234.94
SHP-00787,ORD-00623,SUP-0019,2025-05-06,2025-05-16,,In Transit,,Safexpress,65.33
SHP-00788,ORD-00849,SUP-0072,2024-11-30,2024-12-10,,Cancelled,,Ecom Express,7.49
SHP-00789,ORD-00412,SUP-0013,2025-12-01,2025-12-12,,Delayed,,Safexpress,47.39
SHP-00790,ORD-01360,SUP-0058,2025-09-07,2025-09-09,,Pending,,Xpressbees,93.5
SHP-00791,ORD-00707,SUP-0191,2025-10-10,2025-10-22,,In Transit,,Delhivery,166.74
SHP-00792,ORD-00319,SUP-0088,2025-12-28,2026-01-10,,Pending,,BlueDart,212.13
SHP-00793,ORD-00918,SUP-0116,2025-12-06,2025-12-14,,Pending,,DTDC,29.05
SHP-00794,ORD-01294,SUP-0014,2024-12-16,2024-12-31,2024-12-31,Delivered,0,Ecom Express,103.69
SHP-00795,ORD-00932,SUP-0033,2025-07-22,2025-07-31,2025-07-29,Delivered,-2,Safexpress,215.24
SHP-00796,ORD-00816,SUP-0160,2024-12-03,2024-12-09,,In Transit,,Ecom Express,199.89
SHP-00797,ORD-01237,SUP-0041,2024-03-14,2024-03-21,,Cancelled,,DTDC,182.19
SHP-00798,ORD-01035,SUP-0044,2024-08-31,2024-09-10,,Cancelled,,Delhivery,227.2
SHP-00799,ORD-00152,SUP-0120,2024-12-01,2024-12-07,2024-12-13,Delivered,6,Xpressbees,126.68
SHP-00800,ORD-00550,SUP-0186,2025-08-11,2025-08-16,2025-08-19,Delivered,3,Delhivery,105.01
SHP-00801,ORD-00721,SUP-0089,2025-03-27,2025-04-11,,Delayed,,BlueDart,129.5
SHP-00802,ORD-00342,SUP-0146,2024-05-17,2024-05-20,,Delayed,,Safexpress,85.31
SHP-00803,ORD-00551,SUP-0007,2025-12-26,2026-01-07,,Cancelled,,DTDC,239.46
SHP-00804,ORD-01153,SUP-0068,2024-11-08,2024-11-23,,Cancelled,,Shadowfax,195.78
SHP-00805,ORD-00389,SUP-0082,2025-11-18,2025-12-01,,Pending,,Xpressbees,122.66
SHP-00806,ORD-00839,SUP-0139,2025-02-08,2025-02-21,2025-02-21,Delivered,0,Shadowfax,211.84
SHP-00807,ORD-00703,SUP-0199,2025-10-02,2025-10-04,,Pending,,Safexpress,239.37
SHP-00808,ORD-00070,SUP-0024,2025-12-25,2026-01-09,,Cancelled,,Safexpress,95.04
SHP-00809,ORD-00710,SUP-0049,2025-02-13,2025-02-23,,Delayed,,BlueDart,236.79
SHP-00810,ORD-01156,SUP-0152,2025-12-14,2025-12-28,,Pending,,DTDC,51.13
SHP-00811,ORD-00032,SUP-0073,2024-04-29,2024-05-13,,Cancelled,,Delhivery,42.79
SHP-00812,ORD-00942,SUP-0028,2024-02-01,2024-02-09,,Delayed,,Shadowfax,194.88
SHP-00813,ORD-01375,SUP-0181,2024-08-23,2024-08-25,,Delayed,,Shadowfax,125.72
SHP-00814,ORD-00086,SUP-0172,2025-03-24,2025-03-26,,In Transit,,BlueDart,12.12
SHP-00815,ORD-00458,SUP-0141,2025-10-11,2025-10-21,,In Transit,,Delhivery,236.16
SHP-00816,ORD-00324,SUP-0110,2024-01-12,2024-01-23,,Cancelled,,Xpressbees,213.84
SHP-00817,ORD-00878,SUP-0005,2024-08-13,2024-08-17,,Delayed,,BlueDart,163.48
SHP-00818,ORD-00458,SUP-0058,2024-10-29,2024-11-08,,Pending,,Xpressbees,93.59
SHP-00819,ORD-00990,SUP-0026,2024-01-01,2024-01-13,,Delayed,,Shadowfax,159.09
SHP-00820,ORD-00006,SUP-0084,2024-12-21,2025-01-02,,Delayed,,Xpressbees,202.35
SHP-00821,ORD-00397,SUP-0123,2025-08-26,2025-09-04,,Delayed,,Delhivery,82.82
SHP-00822,ORD-00801,SUP-0063,2025-04-06,2025-04-17,,In Transit,,Delhivery,101.16
SHP-00823,ORD-01487,SUP-0070,2025-09-03,2025-09-14,2025-09-16,Delivered,2,Xpressbees,224.1
SHP-00824,ORD-01339,SUP-0062,2025-06-29,2025-07-12,,Delayed,,Safexpress,166.96
SHP-00825,ORD-00725,SUP-0137,2025-06-13,2025-06-21,,Cancelled,,Delhivery,19.24
SHP-00826,ORD-00330,SUP-0035,2024-12-04,2024-12-07,,In Transit,,Shadowfax,201.2
SHP-00827,ORD-00866,SUP-0070,2025-03-05,2025-03-12,,In Transit,,Xpressbees,195.45
SHP-00828,ORD-00100,SUP-0133,2025-12-03,2025-12-14,2025-12-16,Delivered,2,Delhivery,79.93
SHP-00829,ORD-00186,SUP-0081,2024-10-27,2024-10-30,,Delayed,,Shadowfax,197.93
SHP-00830,ORD-00027,SUP-0172,2024-02-11,2024-02-14,2024-02-20,Delivered,6,Delhivery,241.71
SHP-00831,ORD-00072,SUP-0130,2025-04-06,2025-04-16,,In Transit,,Ecom Express,68.12
SHP-00832,ORD-00904,SUP-0080,2025-12-27,2026-01-08,,In Transit,,Safexpress,126.56
SHP-00833,ORD-00500,SUP-0147,2025-02-15,2025-02-20,,Cancelled,,Safexpress,242.51
SHP-00834,ORD-01136,SUP-0054,2025-09-10,2025-09-13,,Pending,,Delhivery,145.72
SHP-00835,ORD-00652,SUP-0018,2025-08-12,2025-08-21,,Delayed,,Shadowfax,58.66
SHP-00836,ORD-00224,SUP-0033,2024-07-24,2024-07-31,2024-08-01,Delivered,1,Safexpress,137.68
SHP-00837,ORD-00519,SUP-0162,2025-11-01,2025-11-08,,In Transit,,Delhivery,30.37
SHP-00838,ORD-01194,SUP-0154,2025-11-02,2025-11-07,2025-11-09,Delivered,2,Ecom Express,215.66
SHP-00839,ORD-00030,SUP-0170,2025-08-14,2025-08-18,,Pending,,Shadowfax,74.26
SHP-00840,ORD-00372,SUP-0160,2024-11-17,2024-11-26,,Cancelled,,Shadowfax,185.89
SHP-00841,ORD-01208,SUP-0198,2024-02-07,2024-02-21,,In Transit,,BlueDart,65.49
SHP-00842,ORD-01111,SUP-0108,2025-12-27,2026-01-08,,Delayed,,Xpressbees,100.35
SHP-00843,ORD-00882,SUP-0043,2024-02-07,2024-02-22,,Delayed,,DTDC,183.34
SHP-00844,ORD-01183,SUP-0005,2024-11-23,2024-11-28,2024-11-29,Delivered,1,Safexpress,57.05
SHP-00845,ORD-01254,SUP-0137,2025-04-26,2025-05-01,,Cancelled,,Xpressbees,75.26
SHP-00846,ORD-01371,SUP-0136,2025-12-17,2025-12-19,,In Transit,,Delhivery,130.08
SHP-00847,ORD-00835,SUP-0194,2024-09-01,2024-09-14,,In Transit,,Shadowfax,167.8
SHP-00848,ORD-01298,SUP-0003,2025-09-30,2025-10-13,,Delayed,,BlueDart,99.28
SHP-00849,ORD-00783,SUP-0002,2024-09-05,2024-09-09,,Cancelled,,Xpressbees,34.99
SHP-00850,ORD-00633,SUP-0031,2025-07-26,2025-08-05,2025-08-07,Delivered,2,BlueDart,59.7
SHP-00851,ORD-00216,SUP-0107,2024-03-20,2024-03-30,,Delayed,,Delhivery,88.57
SHP-00852,ORD-00920,SUP-0019,2025-02-19,2025-02-28,,Delayed,,Shadowfax,38.47
SHP-00853,ORD-01443,SUP-0156,2025-11-11,2025-11-21,,Cancelled,,BlueDart,191.99
SHP-00854,ORD-00467,SUP-0114,2024-03-01,2024-03-11,,In Transit,,Ecom Express,201.94
SHP-00855,ORD-00553,SUP-0160,2024-02-04,2024-02-14,,Pending,,DTDC,227.5
SHP-00856,ORD-00488,SUP-0004,2025-11-26,2025-12-01,2025-12-04,Delivered,3,Xpressbees,112.29
SHP-00857,ORD-01086,SUP-0044,2025-05-08,2025-05-19,2025-05-26,Delivered,7,Ecom Express,191.11
SHP-00858,ORD-00967,SUP-0083,2025-11-09,2025-11-17,,In Transit,,Ecom Express,188.91
SHP-00859,ORD-00954,SUP-0073,2024-03-06,2024-03-14,,In Transit,,Shadowfax,211.17
SHP-00860,ORD-00977,SUP-0178,2024-09-21,2024-09-24,,Pending,,Safexpress,80.75
SHP-00861,ORD-00469,SUP-0046,2025-04-08,2025-04-22,,Pending,,Ecom Express,113.63
SHP-00862,ORD-00616,SUP-0038,2024-10-31,2024-11-10,,Cancelled,,DTDC,84.17
SHP-00863,ORD-01476,SUP-0013,2025-03-05,2025-03-16,,Cancelled,,Safexpress,32.56
SHP-00864,ORD-01067,SUP-0029,2025-01-09,2025-01-23,2025-01-21,Delivered,-2,Ecom Express,185.27
SHP-00865,ORD-00976,SUP-0089,2024-09-12,2024-09-22,,In Transit,,Delhivery,83.34
SHP-00866,ORD-00877,SUP-0010,2024-10-20,2024-10-29,,Delayed,,Safexpress,95.23
SHP-00867,ORD-01354,SUP-0156,2025-02-27,2025-03-01,,Cancelled,,Shadowfax,54.56
SHP-00868,ORD-00430,SUP-0067,2024-03-10,2024-03-15,,Cancelled,,Xpressbees,84.28
SHP-00869,ORD-00124,SUP-0131,2024-06-30,2024-07-07,,Delayed,,Xpressbees,17.65
SHP-00870,ORD-01282,SUP-0052,2024-11-02,2024-11-10,,Pending,,Safexpress,64.06
SHP-00871,ORD-00424,SUP-0063,2025-07-07,2025-07-11,,Cancelled,,Ecom Express,157.8
SHP-00872,ORD-00737,SUP-0083,2024-05-21,2024-06-04,,Pending,,Xpressbees,18.13
SHP-00873,ORD-00158,SUP-0121,2024-11-20,2024-12-03,,Pending,,DTDC,134.96
SHP-00874,ORD-01307,SUP-0138,2024-05-16,2024-05-21,,Delayed,,Shadowfax,6.85
SHP-00875,ORD-01311,SUP-0174,2024-07-26,2024-08-01,,In Transit,,Safexpress,219.09
SHP-00876,ORD-00298,SUP-0171,2025-04-20,2025-04-28,2025-04-26,Delivered,-2,Shadowfax,188.12
SHP-00877,ORD-00799,SUP-0097,2024-06-13,2024-06-25,,Cancelled,,Shadowfax,234.2
SHP-00878,ORD-00514,SUP-0047,2025-05-07,2025-05-20,,Delayed,,BlueDart,159.99
SHP-00879,ORD-00051,SUP-0167,2024-08-02,2024-08-09,,Cancelled,,Ecom Express,120.05
SHP-00880,ORD-00910,SUP-0135,2025-12-12,2025-12-20,,In Transit,,Delhivery,144.85
SHP-00881,ORD-00388,SUP-0046,2024-05-05,2024-05-09,,Cancelled,,Safexpress,145.12
SHP-00882,ORD-00575,SUP-0058,2024-04-02,2024-04-15,,In Transit,,BlueDart,130.06
SHP-00883,ORD-01428,SUP-0090,2024-01-01,2024-01-05,,Delayed,,BlueDart,172.87
SHP-00884,ORD-00514,SUP-0071,2024-04-07,2024-04-14,,Cancelled,,Ecom Express,95.17
SHP-00885,ORD-00132,SUP-0082,2025-07-06,2025-07-10,,Cancelled,,Shadowfax,224.9
SHP-00886,ORD-00490,SUP-0001,2024-03-28,2024-04-11,,Pending,,Delhivery,223.18
SHP-00887,ORD-00711,SUP-0052,2025-02-15,2025-02-17,,In Transit,,BlueDart,128.75
SHP-00888,ORD-00883,SUP-0171,2025-05-01,2025-05-08,,In Transit,,Ecom Express,218.41
SHP-00889,ORD-00019,SUP-0194,2024-11-11,2024-11-22,,Delayed,,Shadowfax,238.05
SHP-00890,ORD-00738,SUP-0150,2025-03-29,2025-04-06,2025-04-11,Delivered,5,Safexpress,111.99
SHP-00891,ORD-00286,SUP-0200,2024-04-04,2024-04-08,,In Transit,,Safexpress,199.47
SHP-00892,ORD-00123,SUP-0139,2025-06-21,2025-06-25,,Delayed,,Xpressbees,227.27
SHP-00893,ORD-00643,SUP-0054,2025-01-30,2025-02-11,,Pending,,Ecom Express,112.37
SHP-00894,ORD-00104,SUP-0138,2025-12-02,2025-12-17,,Cancelled,,BlueDart,56.67
SHP-00895,ORD-01181,SUP-0113,2024-06-23,2024-07-03,,Pending,,BlueDart,132.56
SHP-00896,ORD-01334,SUP-0120,2025-10-17,2025-10-25,,Pending,,Safexpress,57.3
SHP-00897,ORD-00429,SUP-0063,2024-03-20,2024-03-25,,Delayed,,Delhivery,213.72
SHP-00898,ORD-00602,SUP-0041,2025-01-31,2025-02-03,2025-02-07,Delivered,4,Safexpress,101.56
SHP-00899,ORD-00312,SUP-0180,2025-06-10,2025-06-15,2025-06-15,Delivered,0,Xpressbees,81.34
SHP-00900,ORD-00101,SUP-0171,2025-06-11,2025-06-25,,Pending,,Xpressbees,73.92
SHP-00901,ORD-00166,SUP-0066,2025-10-08,2025-10-16,2025-10-16,Delivered,0,DTDC,164.74
SHP-00902,ORD-00456,SUP-0016,2025-11-27,2025-12-02,2025-11-30,Delivered,-2,Safexpress,237.93
SHP-00903,ORD-00201,SUP-0197,2025-02-01,2025-02-06,,Delayed,,Xpressbees,110.73
SHP-00904,ORD-00295,SUP-0082,2025-06-20,2025-06-27,,Pending,,Ecom Express,22.73
SHP-00905,ORD-00006,SUP-0158,2025-06-30,2025-07-09,,Pending,,DTDC,238.07
SHP-00906,ORD-00312,SUP-0020,2024-06-15,2024-06-22,,Cancelled,,DTDC,210.2
SHP-00907,ORD-01299,SUP-0135,2024-01-02,2024-01-08,,Cancelled,,Xpressbees,24.55
SHP-00908,ORD-00784,SUP-0016,2025-02-28,2025-03-13,2025-03-20,Delivered,7,BlueDart,217.24
SHP-00909,ORD-00013,SUP-0005,2024-10-30,2024-11-10,,Delayed,,Safexpress,30.46
SHP-00910,ORD-00537,SUP-0131,2025-09-19,2025-09-24,,Pending,,DTDC,160.38
SHP-00911,ORD-00217,SUP-0072,2025-01-23,2025-01-29,,In Transit,,Delhivery,241.28
SHP-00912,ORD-00853,SUP-0140,2025-02-02,2025-02-12,,Delayed,,Ecom Express,83.27
SHP-00913,ORD-00964,SUP-0111,2024-08-14,2024-08-17,,In Transit,,Ecom Express,18.71
SHP-00914,ORD-00364,SUP-0055,2025-11-30,2025-12-04,,Pending,,DTDC,133.58
SHP-00915,ORD-00400,SUP-0066,2024-12-20,2025-01-02,,Pending,,DTDC,209.69
SHP-00916,ORD-00944,SUP-0176,2024-03-19,2024-03-31,2024-03-28,Delivered,-3,Xpressbees,190.21
SHP-00917,ORD-01263,SUP-0044,2025-06-12,2025-06-14,,Pending,,BlueDart,167.0
SHP-00918,ORD-00053,SUP-0112,2024-12-20,2025-01-04,2025-01-07,Delivered,3,Xpressbees,28.1
SHP-00919,ORD-01108,SUP-0169,2024-12-13,2024-12-18,,In Transit,,BlueDart,195.17
SHP-00920,ORD-01024,SUP-0148,2024-03-23,2024-04-01,,Pending,,DTDC,82.61
SHP-00921,ORD-00524,SUP-0142,2024-03-08,2024-03-19,,In Transit,,Safexpress,45.63
SHP-00922,ORD-01186,SUP-0047,2024-07-01,2024-07-03,,In Transit,,Shadowfax,239.76
SHP-00923,ORD-01125,SUP-0168,2024-03-14,2024-03-28,,Pending,,BlueDart,16.65
SHP-00924,ORD-01202,SUP-0029,2025-11-27,2025-12-01,,Pending,,DTDC,112.92
SHP-00925,ORD-00804,SUP-0107,2025-07-14,2025-07-17,2025-07-16,Delivered,-1,Shadowfax,110.38
SHP-00926,ORD-00685,SUP-0015,2024-02-16,2024-03-01,,Pending,,Xpressbees,185.48
SHP-00927,ORD-01460,SUP-0154,2024-05-19,2024-06-01,,Pending,,Delhivery,61.76
SHP-00928,ORD-01231,SUP-0064,2024-10-29,2024-10-31,,In Transit,,DTDC,241.23
SHP-00929,ORD-00346,SUP-0125,2025-01-09,2025-01-22,2025-01-21,Delivered,-1,Ecom Express,152.09
SHP-00930,ORD-00312,SUP-0130,2024-09-02,2024-09-07,,Cancelled,,Ecom Express,77.44
SHP-00931,ORD-01391,SUP-0101,2024-08-25,2024-09-06,,Delayed,,Ecom Express,67.94
SHP-00932,ORD-01221,SUP-0040,2025-08-21,2025-08-27,,Cancelled,,DTDC,184.18
SHP-00933,ORD-00730,SUP-0007,2025-06-21,2025-06-26,2025-06-26,Delivered,0,Shadowfax,105.67
SHP-00934,ORD-00522,SUP-0106,2024-04-08,2024-04-18,,Pending,,Safexpress,65.22
SHP-00935,ORD-00263,SUP-0006,2025-08-27,2025-09-06,2025-09-08,Delivered,2,Ecom Express,243.78
SHP-00936,ORD-00558,SUP-0127,2025-11-18,2025-12-03,,Cancelled,,Safexpress,30.92
SHP-00937,ORD-01198,SUP-0143,2024-01-29,2024-02-01,,Pending,,BlueDart,228.27
SHP-00938,ORD-00956,SUP-0016,2025-05-14,2025-05-17,,In Transit,,Shadowfax,17.74
SHP-00939,ORD-00519,SUP-0147,2024-10-22,2024-10-31,,Pending,,Safexpress,61.72
SHP-00940,ORD-00220,SUP-0125,2025-12-09,2025-12-18,2025-12-16,Delivered,-2,Ecom Express,214.26
SHP-00941,ORD-00021,SUP-0066,2024-01-31,2024-02-13,,In Transit,,Ecom Express,101.65
SHP-00942,ORD-01392,SUP-0102,2025-05-31,2025-06-10,,Pending,,Ecom Express,170.18
SHP-00943,ORD-00997,SUP-0200,2024-08-01,2024-08-07,,Delayed,,Ecom Express,151.72
SHP-00944,ORD-00830,SUP-0057,2025-01-21,2025-01-30,2025-01-29,Delivered,-1,Xpressbees,97.72
SHP-00945,ORD-00119,SUP-0027,2024-10-26,2024-11-01,,Delayed,,BlueDart,6.64
SHP-00946,ORD-00217,SUP-0133,2025-07-10,2025-07-15,2025-07-18,Delivered,3,Shadowfax,56.62
SHP-00947,ORD-01310,SUP-0034,2024-06-06,2024-06-21,,Pending,,DTDC,135.7
SHP-00948,ORD-01200,SUP-0079,2025-10-02,2025-10-04,,Pending,,BlueDart,147.31
SHP-00949,ORD-00748,SUP-0036,2024-04-29,2024-05-01,,Delayed,,Xpressbees,153.89
SHP-00950,ORD-01452,SUP-0096,2024-12-02,2024-12-11,,Delayed,,BlueDart,174.04
SHP-00951,ORD-00882,SUP-0144,2025-03-04,2025-03-10,,Cancelled,,Delhivery,58.17
SHP-00952,ORD-00203,SUP-0121,2025-03-13,2025-03-21,,In Transit,,Shadowfax,22.03
SHP-00953,ORD-00646,SUP-0166,2024-06-02,2024-06-17,,Pending,,Shadowfax,21.43
SHP-00954,ORD-00693,SUP-0069,2024-09-06,2024-09-14,,Delayed,,BlueDart,154.4
SHP-00955,ORD-01056,SUP-0003,2024-08-23,2024-08-28,,Cancelled,,BlueDart,239.3
SHP-00956,ORD-00733,SUP-0035,2024-09-03,2024-09-10,,Cancelled,,Safexpress,176.06
SHP-00957,ORD-00814,SUP-0138,2024-02-12,2024-02-24,,Cancelled,,Ecom Express,51.11
SHP-00958,ORD-01229,SUP-0075,2025-07-26,2025-07-31,,Delayed,,Safexpress,216.94
SHP-00959,ORD-00191,SUP-0155,2024-03-27,2024-04-07,,Pending,,Xpressbees,209.76
SHP-00960,ORD-00624,SUP-0187,2025-04-11,2025-04-17,,Pending,,Xpressbees,54.42
SHP-00961,ORD-01340,SUP-0071,2025-04-05,2025-04-07,,Delayed,,DTDC,149.17
SHP-00962,ORD-01262,SUP-0118,2024-02-10,2024-02-18,,Cancelled,,Shadowfax,21.62
SHP-00963,ORD-00635,SUP-0087,2025-01-08,2025-01-23,,Delayed,,Shadowfax,122.42
SHP-00964,ORD-00924,SUP-0025,2024-08-26,2024-09-03,,Cancelled,,DTDC,232.72
SHP-00965,ORD-01359,SUP-0088,2024-07-24,2024-07-26,,Pending,,Xpressbees,55.37
SHP-00966,ORD-00823,SUP-0014,2025-07-08,2025-07-11,,Cancelled,,Shadowfax,216.98
SHP-00967,ORD-00042,SUP-0128,2024-10-27,2024-11-09,2024-11-16,Delivered,7,Ecom Express,110.18
SHP-00968,ORD-01309,SUP-0122,2024-10-11,2024-10-13,,In Transit,,DTDC,179.79
SHP-00969,ORD-00331,SUP-0130,2024-04-16,2024-04-28,,Cancelled,,Xpressbees,167.13
SHP-00970,ORD-00140,SUP-0151,2025-11-24,2025-12-05,,Delayed,,Delhivery,99.87
SHP-00971,ORD-01037,SUP-0106,2025-04-18,2025-04-23,,In Transit,,BlueDart,80.51
SHP-00972,ORD-00144,SUP-0085,2024-05-01,2024-05-07,2024-05-12,Delivered,5,Xpressbees,249.2
SHP-00973,ORD-01463,SUP-0038,2025-03-05,2025-03-08,,Delayed,,Xpressbees,85.28
SHP-00974,ORD-00978,SUP-0018,2025-12-11,2025-12-21,,In Transit,,Shadowfax,242.36
SHP-00975,ORD-01202,SUP-0126,2024-04-30,2024-05-15,,In Transit,,DTDC,142.74
SHP-00976,ORD-01314,SUP-0167,2025-06-30,2025-07-07,,Cancelled,,BlueDart,68.27
SHP-00977,ORD-01380,SUP-0007,2025-08-19,2025-08-30,2025-09-02,Delivered,3,Safexpress,134.81
SHP-00978,ORD-00205,SUP-0144,2025-12-13,2025-12-25,,Pending,,DTDC,87.01
SHP-00979,ORD-00754,SUP-0059,2024-07-16,2024-07-29,,Delayed,,Delhivery,178.01
SHP-00980,ORD-00570,SUP-0053,2024-08-07,2024-08-15,,Delayed,,Delhivery,134.76
SHP-00981,ORD-00755,SUP-0006,2025-08-02,2025-08-11,,Delayed,,Xpressbees,206.29
SHP-00982,ORD-00892,SUP-0141,2025-09-29,2025-10-05,,Pending,,Safexpress,230.88
SHP-00983,ORD-00196,SUP-0002,2024-10-04,2024-10-06,,Pending,,Delhivery,187.85
SHP-00984,ORD-00557,SUP-0106,2024-02-07,2024-02-14,,Delayed,,Delhivery,41.5
SHP-00985,ORD-00252,SUP-0199,2024-02-22,2024-02-28,,Delayed,,Delhivery,113.91
SHP-00986,ORD-01244,SUP-0106,2025-05-12,2025-05-23,,In Transit,,Shadowfax,186.44
SHP-00987,ORD-00362,SUP-0085,2025-07-29,2025-08-10,,Cancelled,,Safexpress,199.05
SHP-00988,ORD-00316,SUP-0069,2025-04-09,2025-04-22,,In Transit,,Ecom Express,248.75
SHP-00989,ORD-01457,SUP-0190,2025-05-12,2025-05-27,,Cancelled,,Shadowfax,41.55
SHP-00990,ORD-00768,SUP-0177,2024-04-27,2024-05-06,,Cancelled,,BlueDart,204.05
SHP-00991,ORD-00836,SUP-0115,2025-10-08,2025-10-14,,Pending,,Safexpress,235.21
SHP-00992,ORD-01042,SUP-0171,2025-04-17,2025-04-30,,Cancelled,,Safexpress,64.63
SHP-00993,ORD-01366,SUP-0049,2025-05-10,2025-05-12,2025-05-14,Delivered,2,Shadowfax,187.49
SHP-00994,ORD-00293,SUP-0111,2024-12-29,2024-12-31,,Cancelled,,Safexpress,202.61
SHP-00995,ORD-00942,SUP-0050,2024-05-03,2024-05-10,,Cancelled,,Safexpress,103.32
SHP-00996,ORD-01301,SUP-0058,2024-04-19,2024-04-25,,Delayed,,Safexpress,9.91
SHP-00997,ORD-00126,SUP-0016,2024-06-10,2024-06-18,,Pending,,Delhivery,76.91
SHP-00998,ORD-00412,SUP-0102,2024-04-11,2024-04-23,,Delayed,,DTDC,126.08
SHP-00999,ORD-00722,SUP-0001,2024-05-31,2024-06-14,,Delayed,,Xpressbees,32.07
SHP-01000,ORD-00319,SUP-0189,2025-04-03,2025-04-16,,Cancelled,,Safexpress,119.83
SHP-01001,ORD-00900,SUP-0084,2025-03-16,2025-03-29,,In Transit,,Delhivery,105.56
SHP-01002,ORD-00606,SUP-0146,2024-07-01,2024-07-05,,Delayed,,Safexpress,153.83
SHP-01003,ORD-00049,SUP-0132,2025-12-05,2025-12-10,,Pending,,Shadowfax,159.12
SHP-01004,ORD-00998,SUP-0035,2025-02-20,2025-02-28,,Delayed,,DTDC,46.15
SHP-01005,ORD-00898,SUP-0090,2024-02-05,2024-02-18,,In Transit,,Ecom Express,65.41
SHP-01006,ORD-00148,SUP-0018,2025-02-09,2025-02-20,,In Transit,,Ecom Express,130.02
SHP-01007,ORD-00863,SUP-0086,2024-10-06,2024-10-10,,Delayed,,Xpressbees,18.27
SHP-01008,ORD-00580,SUP-0041,2025-01-28,2025-02-07,,Delayed,,Safexpress,15.98
SHP-01009,ORD-00419,SUP-0101,2025-03-22,2025-03-24,,Cancelled,,Safexpress,227.47
SHP-01010,ORD-00656,SUP-0170,2025-12-28,2025-12-30,,Pending,,DTDC,50.27
SHP-01011,ORD-00133,SUP-0180,2024-08-31,2024-09-02,,Pending,,Shadowfax,218.36
SHP-01012,ORD-00966,SUP-0040,2024-08-19,2024-09-03,2024-09-02,Delivered,-1,DTDC,193.85
SHP-01013,ORD-00114,SUP-0113,2025-12-30,2026-01-07,,Delayed,,Xpressbees,104.46
SHP-01014,ORD-00662,SUP-0189,2024-10-20,2024-10-27,2024-10-27,Delivered,0,Safexpress,48.8
SHP-01015,ORD-00322,SUP-0145,2025-10-04,2025-10-17,2025-10-20,Delivered,3,Ecom Express,59.21
SHP-01016,ORD-00459,SUP-0191,2025-12-19,2025-12-29,,In Transit,,Xpressbees,228.8
SHP-01017,ORD-00956,SUP-0018,2025-07-17,2025-07-24,2025-07-29,Delivered,5,BlueDart,244.12
SHP-01018,ORD-01064,SUP-0058,2024-02-02,2024-02-11,,Pending,,BlueDart,33.36
SHP-01019,ORD-00775,SUP-0168,2025-03-30,2025-04-13,,Cancelled,,Shadowfax,99.29
SHP-01020,ORD-00731,SUP-0105,2024-12-06,2024-12-10,,Pending,,Delhivery,82.25
SHP-01021,ORD-00062,SUP-0171,2025-03-27,2025-04-09,2025-04-11,Delivered,2,Ecom Express,245.54
SHP-01022,ORD-00018,SUP-0096,2025-01-07,2025-01-18,,In Transit,,Delhivery,142.72
SHP-01023,ORD-01089,SUP-0024,2025-05-19,2025-05-25,,Pending,,BlueDart,194.25
SHP-01024,ORD-00704,SUP-0179,2025-11-20,2025-12-01,,Cancelled,,Shadowfax,149.39
SHP-01025,ORD-01344,SUP-0102,2024-06-26,2024-07-06,,Pending,,Shadowfax,41.86
SHP-01026,ORD-00818,SUP-0007,2024-09-09,2024-09-17,,Pending,,Delhivery,98.8
SHP-01027,ORD-00384,SUP-0094,2024-12-08,2024-12-11,,Pending,,Delhivery,123.23
SHP-01028,ORD-01203,SUP-0150,2025-04-02,2025-04-05,,Pending,,BlueDart,121.28
SHP-01029,ORD-01067,SUP-0056,2024-09-13,2024-09-20,,Cancelled,,Delhivery,209.6
SHP-01030,ORD-00354,SUP-0196,2025-04-10,2025-04-16,,In Transit,,DTDC,66.54
SHP-01031,ORD-00685,SUP-0160,2025-06-26,2025-07-08,2025-07-06,Delivered,-2,Xpressbees,108.66
SHP-01032,ORD-00327,SUP-0107,2024-04-24,2024-04-30,,In Transit,,DTDC,26.85
SHP-01033,ORD-00568,SUP-0082,2025-11-30,2025-12-03,,Delayed,,BlueDart,234.93
SHP-01034,ORD-00884,SUP-0037,2024-12-09,2024-12-13,,In Transit,,BlueDart,212.48
SHP-01035,ORD-00536,SUP-0131,2025-04-05,2025-04-18,2025-04-25,Delivered,7,Delhivery,245.16
